order_id,order_date,ship_date,ship_mode,customer_id,product_id,quantity,sales,discount,profit
CA-2023-102905,2023-09-26,2023-10-03,First Class,CG-10202,OFF-AR-10002867,2,229.24,0.0,-40.12
CA-2022-102906,2022-01-01,2022-01-07,Standard Class,CG-10276,FUR-TA-10000577,7,286.42,0.3,95.48
CA-2024-102907,2024-07-25,2024-07-31,Second Class,CG-10102,FUR-CH-10000454,3,310.26,0.15,119.55
CA-2024-102908,2024-07-24,2024-07-31,Second Class,CG-10039,FUR-CH-10000454,4,1407.71,0.0,421.82
CA-2021-102909,2021-06-07,2021-06-14,Standard Class,CG-10086,TEC-AC-10003027,5,1262.54,0.1,-85.4
CA-2024-102910,2024-12-01,2024-12-06,Second Class,CG-10234,FUR-FU-10001487,3,829.81,0.1,309.41
CA-2022-102911,2022-11-01,2022-11-04,Standard Class,CG-10072,FUR-CH-10000454,6,414.74,0.1,-11.43
CA-2024-102912,2024-12-27,2025-01-03,Second Class,CG-10355,TEC-CO-10001798,7,2363.54,0.0,1044.61
CA-2022-102913,2022-04-10,2022-04-11,Standard Class,CG-10054,TEC-AC-10003832,6,1470.6,0.2,-186.7
CA-2023-102914,2023-05-10,2023-05-15,First Class,CG-10086,FUR-CH-10000454,7,2020.77,0.2,449.64
CA-2023-102915,2023-05-16,2023-05-17,First Class,CG-10200,TEC-PH-10002075,2,490.78,0.1,-28.22
CA-2024-102916,2024-04-13,2024-04-17,Standard Class,CG-10354,TEC-AC-10003832,3,1253.57,0.0,-219.01
CA-2023-102917,2023-06-02,2023-06-03,Same Day,CG-10386,OFF-AP-10002311,5,1614.68,0.1,606.06
CA-2022-102918,2022-10-16,2022-10-21,Second Class,CG-10359,FUR-BO-10001798,1,97.12,0.1,3.31
CA-2024-102919,2024-02-25,2024-03-01,Second Class,CG-10309,TEC-MA-10001148,1,132.23,0.0,43.25
CA-2023-102920,2023-08-01,2023-08-08,Standard Class,CG-10078,TEC-AC-10003027,5,1144.62,0.0,-125.01
CA-2024-102921,2024-09-11,2024-09-14,Standard Class,CG-10312,FUR-CH-10000454,3,168.7,0.0,-27.5
CA-2021-102922,2021-10-23,2021-10-28,Standard Class,CG-10393,FUR-TA-10004575,1,89.63,0.3,-1.3
CA-2023-102923,2023-09-29,2023-10-01,Second Class,CG-10170,OFF-AP-10002311,1,146.63,0.2,58.59
CA-2021-102924,2021-11-12,2021-11-18,Second Class,CG-10279,TEC-AC-10003832,4,479.11,0.15,-109.99
CA-2024-102925,2024-05-15,2024-05-19,Standard Class,CG-10239,OFF-AR-10002867,4,602.39,0.1,100.51
CA-2021-102926,2021-03-05,2021-03-12,Second Class,CG-10161,OFF-EN-10001990,6,1210.01,0.1,111.26
CA-2022-102927,2022-11-25,2022-11-26,Standard Class,CG-10433,TEC-CO-10001798,1,228.44,0.0,62.16
CA-2021-102928,2021-03-21,2021-03-23,Standard Class,CG-10266,OFF-PA-10002365,6,2339.9,0.0,541.18
CA-2021-102929,2021-05-12,2021-05-16,Standard Class,CG-10381,FUR-CH-10004218,7,1259.3,0.0,426.34
CA-2021-102930,2021-10-01,2021-10-06,Standard Class,CG-10396,TEC-AC-10003027,3,811.11,0.0,123.78
CA-2022-102931,2022-06-15,2022-06-22,First Class,CG-10052,TEC-CO-10001798,5,1133.04,0.1,-189.26
CA-2024-102932,2024-07-17,2024-07-20,Standard Class,CG-10220,OFF-PA-10002365,6,2304.07,0.1,476.08
CA-2024-102933,2024-01-29,2024-02-03,Second Class,CG-10468,TEC-AC-10003832,7,2289.37,0.1,949.57
CA-2024-102934,2024-07-05,2024-07-09,Standard Class,CG-10130,TEC-CO-10001798,4,799.69,0.15,-141.14
CA-2022-102935,2022-01-25,2022-02-01,Standard Class,CG-10439,TEC-AC-10003832,5,163.76,0.0,62.41
CA-2022-102936,2022-10-22,2022-10-23,Standard Class,CG-10477,OFF-EN-10001990,3,1070.64,0.1,-50.04
CA-2021-102937,2021-04-21,2021-04-27,Standard Class,CG-10331,FUR-TA-10000577,3,816.95,0.0,-35.97
CA-2024-102938,2024-10-15,2024-10-16,First Class,CG-10309,OFF-AP-10002311,3,677.06,0.0,298.93
CA-2021-102939,2021-08-23,2021-08-28,First Class,CG-10346,FUR-CH-10000454,3,751.89,0.3,203.77
CA-2023-102940,2023-01-05,2023-01-09,Standard Class,CG-10242,OFF-PA-10002365,3,742.71,0.15,-67.38
CA-2022-102941,2022-09-24,2022-09-26,Second Class,CG-10423,FUR-TA-10000577,6,353.97,0.15,3.83
CA-2024-102942,2024-08-22,2024-08-26,Second Class,CG-10440,OFF-BI-10004632,6,2235.26,0.0,7.09
CA-2022-102943,2022-11-28,2022-12-04,Second Class,CG-10429,OFF-EN-10001990,5,540.36,0.0,221.24
CA-2024-102944,2024-01-08,2024-01-13,First Class,CG-10370,FUR-TA-10004575,5,1665.61,0.2,-111.66
CA-2021-102945,2021-04-13,2021-04-17,Same Day,CG-10237,OFF-AR-10002867,2,298.38,0.0,65.06
CA-2021-102946,2021-07-11,2021-07-14,Second Class,CG-10425,FUR-CH-10004218,5,1197.48,0.0,329.19
CA-2023-102947,2023-10-17,2023-10-23,Second Class,CG-10111,OFF-EN-10001990,5,1829.18,0.0,540.9
CA-2021-102948,2021-05-12,2021-05-16,Standard Class,CG-10492,FUR-CH-10004218,5,1695.54,0.0,92.3
CA-2024-102949,2024-04-05,2024-04-12,Standard Class,CG-10311,OFF-PA-10002365,4,1184.36,0.15,75.35
CA-2021-102950,2021-08-13,2021-08-19,Second Class,CG-10084,TEC-MA-10001148,2,483.18,0.0,151.97
CA-2023-102951,2023-01-22,2023-01-25,Same Day,CG-10198,FUR-CH-10000454,2,218.39,0.15,-40.26
CA-2022-102952,2022-10-19,2022-10-24,Standard Class,CG-10429,FUR-TA-10004575,4,1034.3,0.0,266.54
CA-2024-102953,2024-09-29,2024-10-01,First Class,CG-10403,FUR-FU-10001487,6,2407.9,0.0,834.87
CA-2021-102954,2021-04-22,2021-04-29,Standard Class,CG-10317,FUR-BO-10001798,2,321.54,0.0,90.29
CA-2024-102955,2024-03-20,2024-03-26,Standard Class,CG-10472,OFF-PA-10002365,4,1414.19,0.1,-10.53
CA-2022-102956,2022-01-15,2022-01-21,Standard Class,CG-10146,TEC-PH-10004977,7,1113.53,0.2,483.96
CA-2021-102957,2021-08-13,2021-08-18,Second Class,CG-10395,FUR-CH-10004218,2,771.89,0.1,290.11
CA-2021-102958,2021-06-03,2021-06-10,Standard Class,CG-10045,TEC-PH-10004977,3,276.46,0.0,69.27
CA-2022-102959,2022-07-31,2022-08-04,Standard Class,CG-10369,TEC-AC-10003832,1,138.25,0.0,22.36
CA-2023-102960,2023-07-01,2023-07-06,Standard Class,CG-10244,OFF-LA-10000240,4,365.49,0.1,-12.56
CA-2021-102961,2021-12-22,2021-12-23,First Class,CG-10384,OFF-EN-10001990,2,434.4,0.1,177.29
CA-2024-102962,2024-01-04,2024-01-11,Standard Class,CG-10134,OFF-BI-10003910,4,783.45,0.0,254.75
CA-2022-102963,2022-12-17,2022-12-22,Standard Class,CG-10265,OFF-AR-10002867,6,1426.55,0.0,563.7
CA-2024-102964,2024-11-17,2024-11-18,First Class,CG-10377,OFF-PA-10002365,4,1363.99,0.2,46.9
CA-2024-102965,2024-02-15,2024-02-16,Same Day,CG-10137,FUR-CH-10000454,6,1658.13,0.0,183.43
CA-2024-102966,2024-06-08,2024-06-09,First Class,CG-10177,OFF-LA-10000240,2,479.98,0.0,-31.54
CA-2022-102967,2022-01-03,2022-01-05,Standard Class,CG-10231,TEC-AC-10003832,1,175.82,0.0,-32.97
CA-2022-102968,2022-09-13,2022-09-18,Standard Class,CG-10106,FUR-BO-10001798,2,647.69,0.15,81.24
CA-2024-102969,2024-10-03,2024-10-05,First Class,CG-10089,TEC-PH-10004977,5,107.36,0.2,-16.41
CA-2021-102970,2021-01-27,2021-02-01,Standard Class,CG-10443,TEC-AC-10003027,6,1589.47,0.0,464.04
CA-2022-102971,2022-04-14,2022-04-17,First Class,CG-10092,TEC-PH-10002075,4,1384.86,0.1,388.53
CA-2023-102972,2023-10-04,2023-10-07,Standard Class,CG-10379,TEC-PH-10004977,3,633.52,0.0,44.91
CA-2022-102973,2022-06-08,2022-06-13,Standard Class,CG-10483,TEC-PH-10004977,7,378.47,0.0,114.46
CA-2024-102974,2024-09-22,2024-09-27,Standard Class,CG-10316,OFF-PA-10002365,4,361.91,0.1,87.11
CA-2021-102975,2021-11-17,2021-11-19,Standard Class,CG-10417,TEC-MA-10001148,7,119.57,0.1,31.35
CA-2024-102976,2024-03-03,2024-03-07,Standard Class,CG-10127,OFF-PA-10002365,6,1124.08,0.0,-60.55
CA-2021-102977,2021-07-28,2021-08-03,Standard Class,CG-10134,TEC-AC-10003832,4,933.96,0.0,-212.49
CA-2021-102978,2021-07-06,2021-07-13,Standard Class,CG-10039,OFF-BI-10003910,2,300.62,0.0,23.42
CA-2021-102979,2021-07-31,2021-08-04,Standard Class,CG-10389,OFF-BI-10003910,4,1736.7,0.0,278.16
CA-2022-102980,2022-07-03,2022-07-09,Standard Class,CG-10208,OFF-PA-10002365,4,960.72,0.3,91.78
CA-2024-102981,2024-02-27,2024-02-29,Standard Class,CG-10104,OFF-EN-10001990,6,2290.72,0.0,320.44
CA-2021-102982,2021-03-23,2021-03-26,Standard Class,CG-10253,TEC-MA-10001148,7,592.26,0.0,61.17
CA-2022-102983,2022-01-21,2022-01-23,Same Day,CG-10213,FUR-CH-10000454,7,1191.59,0.15,-37.83
CA-2022-102984,2022-02-18,2022-02-21,Standard Class,CG-10246,FUR-TA-10004575,3,1089.98,0.15,-30.65
CA-2022-102985,2022-12-02,2022-12-03,Standard Class,CG-10107,TEC-PH-10004977,7,1437.18,0.15,208.72
CA-2024-102986,2024-11-06,2024-11-12,Standard Class,CG-10147,OFF-ST-10000760,1,352.13,0.0,92.6
CA-2022-102987,2022-08-18,2022-08-22,Second Class,CG-10134,OFF-ST-10000760,4,860.49,0.0,-181.03
CA-2023-102988,2023-09-18,2023-09-21,Standard Class,CG-10439,OFF-BI-10003910,3,288.25,0.15,-10.69
CA-2021-102989,2021-11-14,2021-11-18,Standard Class,CG-10132,OFF-PA-10002365,5,1342.69,0.0,446.49
CA-2024-102990,2024-11-02,2024-11-05,Standard Class,CG-10482,OFF-LA-10000240,3,983.37,0.2,348.89
CA-2022-102991,2022-12-30,2023-01-05,First Class,CG-10167,TEC-PH-10004977,2,401.57,0.1,164.83
CA-2022-102992,2022-09-19,2022-09-22,Second Class,CG-10167,OFF-AP-10002311,5,438.56,0.0,133.28
CA-2024-102993,2024-03-24,2024-03-28,Same Day,CG-10433,OFF-EN-10001990,1,335.43,0.0,145.92
CA-2024-102994,2024-07-10,2024-07-11,Standard Class,CG-10190,FUR-CH-10000454,7,1464.25,0.1,474.5
CA-2023-102995,2023-03-01,2023-03-03,Second Class,CG-10484,TEC-PH-10004977,7,1462.41,0.15,139.22
CA-2024-102996,2024-09-16,2024-09-20,Second Class,CG-10439,OFF-AP-10002311,3,309.08,0.0,50.38
CA-2021-102997,2021-09-14,2021-09-15,Standard Class,CG-10040,TEC-CO-10001798,5,1815.57,0.1,-309.88
CA-2021-102998,2021-08-25,2021-09-01,First Class,CG-10013,FUR-FU-10001487,6,1764.58,0.1,350.36
CA-2021-102999,2021-03-02,2021-03-05,First Class,CG-10417,OFF-AR-10002867,2,801.73,0.1,106.49
CA-2021-103000,2021-09-18,2021-09-25,Standard Class,CG-10212,TEC-AC-10003027,3,609.85,0.3,-86.52
CA-2024-103001,2024-12-17,2024-12-23,Standard Class,CG-10446,FUR-TA-10004575,5,597.07,0.0,7.13
CA-2024-103002,2024-03-27,2024-03-31,Second Class,CG-10306,OFF-LA-10000240,6,2259.98,0.0,-74.63
CA-2022-103003,2022-11-21,2022-11-23,First Class,CG-10221,FUR-FU-10001487,3,263.89,0.0,-8.2
CA-2021-103004,2021-03-24,2021-03-29,Standard Class,CG-10191,TEC-MA-10001148,4,919.93,0.1,95.54
CA-2024-103005,2024-05-15,2024-05-19,First Class,CG-10199,FUR-BO-10001798,6,1007.37,0.1,440.67
CA-2024-103006,2024-01-31,2024-02-02,First Class,CG-10484,TEC-MA-10001148,4,1456.46,0.1,305.4
CA-2022-103007,2022-06-13,2022-06-20,Standard Class,CG-10049,OFF-PA-10002365,3,798.83,0.0,233.6
CA-2023-103008,2023-04-24,2023-04-30,Second Class,CG-10494,FUR-CH-10004218,1,255.0,0.3,-46.93
CA-2021-103009,2021-05-24,2021-05-25,Standard Class,CG-10068,OFF-BI-10004632,4,609.9,0.15,58.19
CA-2022-103010,2022-01-10,2022-01-13,First Class,CG-10123,OFF-LA-10000240,4,80.9,0.1,-18.79
CA-2021-103011,2021-09-10,2021-09-17,Standard Class,CG-10362,FUR-CH-10004218,5,1160.89,0.15,128.89
CA-2021-103012,2021-05-25,2021-05-31,Second Class,CG-10078,OFF-BI-10003910,5,905.74,0.2,302.24
CA-2021-103013,2021-09-27,2021-10-02,First Class,CG-10123,TEC-AC-10003832,5,167.94,0.15,0.42
CA-2021-103014,2021-06-22,2021-06-23,Standard Class,CG-10046,OFF-BI-10003910,2,593.4,0.15,211.87
CA-2021-103015,2021-08-21,2021-08-26,Second Class,CG-10362,OFF-BI-10003910,3,300.68,0.1,-44.96
CA-2021-103016,2021-07-06,2021-07-10,Standard Class,CG-10459,TEC-PH-10004977,7,290.17,0.1,85.29
CA-2021-103017,2021-12-01,2021-12-06,First Class,CG-10398,OFF-ST-10000760,1,293.07,0.1,-37.48
CA-2021-103018,2021-09-01,2021-09-07,Standard Class,CG-10315,TEC-PH-10004977,4,1326.08,0.2,-175.66
CA-2024-103019,2024-10-17,2024-10-20,Second Class,CG-10274,TEC-CO-10001798,6,1424.82,0.0,53.75
CA-2024-103020,2024-02-22,2024-02-26,Second Class,CG-10365,OFF-AP-10002311,3,155.16,0.0,29.69
CA-2024-103021,2024-10-24,2024-10-31,Standard Class,CG-10282,OFF-BI-10004632,1,396.69,0.0,56.23
CA-2024-103022,2024-01-29,2024-02-01,Same Day,CG-10264,TEC-AC-10003832,6,633.49,0.2,236.95
CA-2024-103023,2024-03-31,2024-04-07,Second Class,CG-10382,OFF-AP-10002311,7,2069.68,0.0,703.07
CA-2023-103024,2023-05-06,2023-05-07,Standard Class,CG-10392,FUR-TA-10000577,7,730.86,0.1,-18.43
CA-2022-103025,2022-01-31,2022-02-03,Standard Class,CG-10220,OFF-AR-10002867,2,60.44,0.0,15.56
CA-2021-103026,2021-01-31,2021-02-06,Second Class,CG-10188,TEC-MA-10001148,1,92.15,0.0,37.99
CA-2023-103027,2023-04-23,2023-04-27,Standard Class,CG-10020,OFF-BI-10003910,4,888.5,0.3,-140.86
CA-2023-103028,2023-07-08,2023-07-10,Standard Class,CG-10056,FUR-CH-10000454,2,109.97,0.1,20.13
CA-2023-103029,2023-02-11,2023-02-12,Second Class,CG-10483,TEC-PH-10004977,6,1802.5,0.1,306.51
CA-2023-103030,2023-08-03,2023-08-05,Standard Class,CG-10166,OFF-ST-10000760,7,1806.71,0.0,517.19
CA-2024-103031,2024-09-30,2024-10-02,Standard Class,CG-10428,OFF-EN-10001990,2,601.09,0.1,-114.22
CA-2024-103032,2024-04-01,2024-04-02,Standard Class,CG-10240,FUR-TA-10000577,7,1489.08,0.0,9.43
CA-2022-103033,2022-06-14,2022-06-21,Standard Class,CG-10315,FUR-CH-10000454,7,1331.2,0.0,-306.42
CA-2022-103034,2022-11-26,2022-11-28,First Class,CG-10269,OFF-AP-10002311,3,894.33,0.0,134.36
CA-2024-103035,2024-01-17,2024-01-20,Second Class,CG-10446,OFF-BI-10003910,1,164.35,0.0,51.04
CA-2024-103036,2024-09-26,2024-09-30,Standard Class,CG-10432,TEC-MA-10001148,4,872.67,0.0,-97.64
CA-2022-103037,2022-11-10,2022-11-14,Standard Class,CG-10262,FUR-FU-10001487,1,12.84,0.1,2.6
CA-2024-103038,2024-02-09,2024-02-11,Standard Class,CG-10141,OFF-LA-10000240,2,73.0,0.2,28.85
CA-2024-103039,2024-11-06,2024-11-12,First Class,CG-10356,OFF-PA-10002365,6,342.69,0.0,-54.22
CA-2023-103040,2023-05-30,2023-06-01,First Class,CG-10265,OFF-AR-10002867,3,231.37,0.0,62.23
CA-2023-103041,2023-10-19,2023-10-25,Standard Class,CG-10182,TEC-PH-10002075,1,265.62,0.0,-50.1
CA-2024-103042,2024-05-22,2024-05-26,Standard Class,CG-10141,TEC-CO-10001798,1,173.85,0.2,52.69
CA-2024-103043,2024-06-26,2024-07-02,Second Class,CG-10491,FUR-FU-10001487,1,128.19,0.0,9.14
CA-2024-103044,2024-04-23,2024-04-26,Standard Class,CG-10076,TEC-CO-10001798,4,1573.09,0.1,272.28
CA-2023-103045,2023-10-08,2023-10-13,Standard Class,CG-10354,FUR-FU-10001487,4,345.94,0.1,-0.23
CA-2021-103046,2021-11-21,2021-11-27,Standard Class,CG-10360,OFF-LA-10000240,1,118.1,0.2,37.04
CA-2022-103047,2022-03-16,2022-03-20,Standard Class,CG-10277,FUR-CH-10000454,5,1671.41,0.1,579.8
CA-2024-103048,2024-11-18,2024-11-25,Standard Class,CG-10138,FUR-TA-10000577,6,1587.29,0.2,125.73
CA-2021-103049,2021-10-02,2021-10-08,Standard Class,CG-10372,OFF-AP-10002311,2,378.08,0.15,-29.16
CA-2023-103050,2023-05-07,2023-05-14,Standard Class,CG-10429,OFF-AP-10002311,3,195.5,0.15,23.95
CA-2022-103051,2022-12-30,2023-01-01,First Class,CG-10422,FUR-FU-10001487,1,384.1,0.0,122.39
CA-2024-103052,2024-04-05,2024-04-08,Standard Class,CG-10346,FUR-TA-10004575,5,686.67,0.15,59.03
CA-2021-103053,2021-07-06,2021-07-10,Same Day,CG-10109,OFF-PA-10002365,4,1617.66,0.0,-81.91
CA-2021-103054,2021-12-20,2021-12-22,Standard Class,CG-10252,OFF-BI-10003910,1,268.22,0.3,61.02
CA-2021-103055,2021-04-28,2021-05-04,Standard Class,CG-10478,TEC-PH-10002075,7,283.49,0.2,51.64
CA-2021-103056,2021-06-08,2021-06-14,Standard Class,CG-10442,TEC-CO-10001798,1,427.11,0.0,107.18
CA-2021-103057,2021-02-07,2021-02-11,Standard Class,CG-10272,OFF-EN-10001990,1,201.28,0.15,38.37
CA-2024-103058,2024-10-17,2024-10-24,First Class,CG-10461,TEC-PH-10004977,4,1608.45,0.0,338.09
CA-2024-103059,2024-04-22,2024-04-26,Standard Class,CG-10121,OFF-BI-10004632,3,1097.04,0.0,445.41
CA-2021-103060,2021-04-19,2021-04-23,Same Day,CG-10236,OFF-LA-10000240,6,1110.61,0.0,-28.17
CA-2022-103061,2022-07-27,2022-08-03,Standard Class,CG-10418,TEC-AC-10003027,4,756.87,0.0,38.79
CA-2021-103062,2021-01-01,2021-01-05,Standard Class,CG-10171,TEC-PH-10004977,4,1347.92,0.0,151.78
CA-2023-103063,2023-12-03,2023-12-09,First Class,CG-10327,TEC-PH-10002075,2,755.87,0.0,53.28
CA-2024-103064,2024-10-08,2024-10-13,Standard Class,CG-10401,FUR-FU-10001487,4,762.91,0.15,338.87
CA-2022-103065,2022-12-30,2023-01-05,Second Class,CG-10299,FUR-FU-10001487,5,347.79,0.0,47.74
CA-2024-103066,2024-02-15,2024-02-18,Standard Class,CG-10355,FUR-TA-10000577,2,172.47,0.15,-29.1
CA-2023-103067,2023-08-13,2023-08-16,Standard Class,CG-10492,TEC-PH-10002075,3,75.63,0.15,15.29
CA-2024-103068,2024-06-28,2024-06-29,Standard Class,CG-10398,TEC-AC-10003027,2,722.69,0.0,320.38
CA-2022-103069,2022-01-13,2022-01-15,Standard Class,CG-10203,TEC-AC-10003027,1,70.84,0.0,-14.69
CA-2023-103070,2023-11-17,2023-11-19,Standard Class,CG-10203,TEC-CO-10001798,4,80.92,0.2,17.47
CA-2021-103071,2021-05-30,2021-06-03,Second Class,CG-10397,OFF-PA-10002365,4,1391.64,0.1,605.51
CA-2024-103072,2024-12-15,2024-12-16,Standard Class,CG-10284,FUR-TA-10000577,4,1043.49,0.15,290.43
CA-2023-103073,2023-04-02,2023-04-04,Standard Class,CG-10318,FUR-TA-10000577,3,1040.12,0.15,-155.71
CA-2021-103074,2021-12-22,2021-12-24,Same Day,CG-10135,OFF-ST-10000760,6,2480.52,0.0,103.19
CA-2022-103075,2022-03-04,2022-03-11,First Class,CG-10453,TEC-MA-10001148,5,442.43,0.1,-68.05
CA-2024-103076,2024-01-08,2024-01-14,Standard Class,CG-10178,OFF-AP-10002311,3,578.66,0.15,234.03
CA-2022-103077,2022-10-18,2022-10-20,Second Class,CG-10036,OFF-EN-10001990,4,1241.53,0.0,332.58
CA-2023-103078,2023-12-21,2023-12-28,Standard Class,CG-10451,OFF-BI-10003910,3,852.24,0.15,-5.97
CA-2024-103079,2024-08-30,2024-09-04,Standard Class,CG-10293,OFF-BI-10004632,4,1585.94,0.0,503.39
CA-2021-103080,2021-03-04,2021-03-09,Same Day,CG-10230,TEC-PH-10002075,7,2458.68,0.0,975.08
CA-2022-103081,2022-06-15,2022-06-16,Standard Class,CG-10493,TEC-PH-10004977,6,1634.61,0.2,-162.62
CA-2021-103082,2021-08-15,2021-08-17,Second Class,CG-10093,OFF-AP-10002311,4,1163.7,0.0,232.8
CA-2023-103083,2023-06-06,2023-06-13,Standard Class,CG-10245,OFF-AP-10002311,1,25.05,0.1,3.08
CA-2024-103084,2024-11-05,2024-11-11,Standard Class,CG-10067,FUR-BO-10001798,2,212.88,0.15,84.3
CA-2022-103085,2022-09-28,2022-10-01,Standard Class,CG-10396,FUR-BO-10001798,2,418.33,0.1,10.34
CA-2024-103086,2024-01-16,2024-01-19,Standard Class,CG-10111,FUR-TA-10004575,2,156.75,0.15,-35.13
CA-2023-103087,2023-05-11,2023-05-15,Standard Class,CG-10322,FUR-BO-10001798,7,1689.16,0.0,203.24
CA-2024-103088,2024-04-22,2024-04-28,Standard Class,CG-10300,FUR-CH-10004218,7,1719.04,0.0,523.01
CA-2023-103089,2023-12-03,2023-12-10,Second Class,CG-10401,OFF-AR-10002867,6,296.41,0.1,47.78
CA-2021-103090,2021-08-29,2021-09-01,Standard Class,CG-10093,TEC-CO-10001798,6,541.51,0.2,-48.97
CA-2021-103091,2021-03-24,2021-03-26,Standard Class,CG-10244,TEC-AC-10003027,7,749.0,0.0,-93.13
CA-2021-103092,2021-07-19,2021-07-26,Standard Class,CG-10314,FUR-CH-10000454,3,238.49,0.15,62.14
CA-2024-103093,2024-07-01,2024-07-02,First Class,CG-10397,FUR-CH-10000454,3,656.04,0.0,282.13
CA-2021-103094,2021-04-25,2021-04-27,Standard Class,CG-10113,OFF-BI-10003910,2,33.67,0.0,4.06
CA-2023-103095,2023-05-23,2023-05-24,Standard Class,CG-10387,FUR-CH-10000454,1,9.53,0.3,0.16
CA-2022-103096,2022-11-25,2022-12-01,Standard Class,CG-10334,TEC-CO-10001798,4,690.86,0.1,-8.42
CA-2022-103097,2022-03-09,2022-03-14,First Class,CG-10175,FUR-BO-10001798,7,1694.7,0.2,137.54
CA-2022-103098,2022-10-11,2022-10-12,Standard Class,CG-10308,TEC-PH-10002075,4,1146.66,0.0,-112.2
CA-2023-103099,2023-06-12,2023-06-14,First Class,CG-10146,FUR-CH-10000454,7,1479.53,0.0,-306.97
CA-2024-103100,2024-10-29,2024-11-04,First Class,CG-10396,FUR-TA-10000577,5,436.5,0.0,-15.79
CA-2022-103101,2022-08-26,2022-09-01,Standard Class,CG-10317,TEC-PH-10002075,6,2351.6,0.0,99.15
CA-2023-103102,2023-05-15,2023-05-17,Standard Class,CG-10180,FUR-CH-10004218,7,1168.73,0.2,29.88
CA-2022-103103,2022-09-22,2022-09-23,Second Class,CG-10131,OFF-ST-10000760,4,161.04,0.0,-12.03
CA-2024-103104,2024-09-24,2024-09-27,First Class,CG-10424,FUR-FU-10001487,6,795.96,0.1,-61.35
CA-2022-103105,2022-02-07,2022-02-14,Standard Class,CG-10220,FUR-TA-10000577,7,1913.83,0.15,-23.84
CA-2022-103106,2022-07-12,2022-07-16,First Class,CG-10406,TEC-CO-10001798,2,606.83,0.1,224.57
CA-2023-103107,2023-11-20,2023-11-22,Second Class,CG-10233,FUR-FU-10001487,5,260.43,0.1,69.36
CA-2022-103108,2022-11-18,2022-11-21,Second Class,CG-10205,FUR-TA-10004575,6,1153.33,0.3,370.0
CA-2022-103109,2022-02-08,2022-02-14,Standard Class,CG-10158,FUR-TA-10000577,6,1033.65,0.1,-18.69
CA-2021-103110,2021-10-19,2021-10-21,Standard Class,CG-10152,TEC-MA-10001148,6,1417.25,0.2,460.25
CA-2021-103111,2021-05-10,2021-05-15,First Class,CG-10497,OFF-EN-10001990,4,1404.53,0.2,-240.82
CA-2021-103112,2021-04-24,2021-04-26,Standard Class,CG-10143,FUR-CH-10004218,7,1979.28,0.0,637.49
CA-2024-103113,2024-08-24,2024-08-30,Standard Class,CG-10116,FUR-CH-10000454,7,1306.12,0.15,-289.82
CA-2023-103114,2023-09-11,2023-09-14,Second Class,CG-10394,FUR-BO-10001798,2,328.69,0.2,108.05
CA-2023-103115,2023-09-08,2023-09-15,Standard Class,CG-10066,TEC-AC-10003027,1,39.86,0.1,-4.64
CA-2022-103116,2022-03-04,2022-03-08,Standard Class,CG-10431,OFF-ST-10000760,5,1433.98,0.2,66.06
CA-2024-103117,2024-10-12,2024-10-14,Standard Class,CG-10020,FUR-FU-10001487,4,1757.1,0.0,491.37
CA-2023-103118,2023-02-24,2023-03-03,Standard Class,CG-10051,TEC-PH-10004977,7,2951.16,0.0,1144.72
CA-2024-103119,2024-06-08,2024-06-09,Standard Class,CG-10104,TEC-PH-10004977,3,836.37,0.15,283.35
CA-2024-103120,2024-05-31,2024-06-05,Standard Class,CG-10267,OFF-AR-10002867,3,327.08,0.0,-27.8
CA-2021-103121,2021-05-24,2021-05-26,Standard Class,CG-10018,TEC-MA-10001148,3,156.26,0.15,-7.83
CA-2023-103122,2023-07-25,2023-07-26,Second Class,CG-10292,OFF-ST-10000760,7,3123.84,0.0,1288.36
CA-2022-103123,2022-11-28,2022-11-29,Standard Class,CG-10023,FUR-TA-10004575,6,194.75,0.15,-29.88
CA-2023-103124,2023-05-06,2023-05-08,First Class,CG-10016,FUR-TA-10000577,7,1531.32,0.15,-181.59
CA-2022-103125,2022-07-14,2022-07-16,Standard Class,CG-10100,FUR-CH-10000454,2,190.16,0.1,42.82
CA-2021-103126,2021-01-13,2021-01-18,Standard Class,CG-10226,OFF-LA-10000240,1,4.15,0.2,0.77
CA-2022-103127,2022-04-03,2022-04-09,Standard Class,CG-10149,FUR-CH-10000454,5,2088.42,0.0,241.41
CA-2024-103128,2024-03-08,2024-03-12,Standard Class,CG-10405,FUR-TA-10000577,3,943.93,0.0,278.04
CA-2021-103129,2021-06-15,2021-06-17,Standard Class,CG-10352,TEC-PH-10004977,1,58.21,0.1,17.2
CA-2021-103130,2021-12-23,2021-12-27,Standard Class,CG-10395,FUR-CH-10000454,3,369.85,0.1,-80.93
CA-2022-103131,2022-05-10,2022-05-12,Second Class,CG-10079,OFF-ST-10000760,1,323.98,0.0,128.61
CA-2022-103132,2022-08-12,2022-08-13,Second Class,CG-10088,OFF-LA-10000240,7,1764.49,0.1,-54.5
CA-2021-103133,2021-03-12,2021-03-16,Standard Class,CG-10266,FUR-TA-10000577,5,913.91,0.1,-129.0
CA-2024-103134,2024-04-03,2024-04-10,Second Class,CG-10058,TEC-AC-10003027,2,95.04,0.0,38.45
CA-2021-103135,2021-12-31,2022-01-06,Second Class,CG-10236,TEC-AC-10003027,1,329.36,0.1,116.92
CA-2022-103136,2022-01-22,2022-01-28,Second Class,CG-10330,OFF-PA-10002365,1,46.68,0.1,20.08
